2024-02-12 19:39:57,360: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-02-12 19:39:58,220: root: INFO: Current backtesting datetime 2020-01-02 08:30:00-05:00
2024-02-12 19:39:58,221: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-12 19:39:58,222: root: INFO: Current backtesting datetime 2020-01-02 09:30:00-05:00
2024-02-12 19:39:58,222: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-12 19:39:58,222: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 19:39:58[0m
2024-02-12 19:39:58,223: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:39:58,230: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:39:59,045: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 19:39:59[0m
2024-02-12 19:39:59,063: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-12 19:39:59,066: root: INFO: Current backtesting datetime 2020-01-03 09:30:00-05:00
2024-02-12 19:39:59,071: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 19:39:59[0m
2024-02-12 19:39:59,072: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:39:59,077: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:39:59,488: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 19:39:59[0m
2024-02-12 19:39:59,488: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-12 19:39:59,488: root: INFO: Current backtesting datetime 2020-01-04 09:30:00-05:00
2024-02-12 19:39:59,489: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-12 19:39:59,489: root: INFO: Current backtesting datetime 2020-01-04 09:25:00-05:00
2024-02-12 19:39:59,490: root: INFO: Current backtesting datetime 2020-01-04 09:25:00-05:00
2024-02-12 19:39:59,490: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-12 19:39:59,490: root: INFO: Current backtesting datetime 2020-01-06 08:30:00-05:00
2024-02-12 19:39:59,491: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-12 19:39:59,508: root: INFO: Current backtesting datetime 2020-01-06 09:30:00-05:00
2024-02-12 19:39:59,508: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-12 19:39:59,529: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 19:39:59[0m
2024-02-12 19:39:59,529: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:39:59,532: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:39:59,798: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 19:39:59[0m
2024-02-12 19:39:59,799: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-12 19:39:59,799: root: INFO: Current backtesting datetime 2020-01-07 09:30:00-05:00
2024-02-12 19:39:59,799: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 19:39:59[0m
2024-02-12 19:39:59,799: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:39:59,800: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:00,396: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 19:40:00[0m
2024-02-12 19:40:00,400: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-12 19:40:00,401: root: INFO: Current backtesting datetime 2020-01-08 09:30:00-05:00
2024-02-12 19:40:00,401: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 19:40:00[0m
2024-02-12 19:40:00,402: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:00,403: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:00,863: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 19:40:00[0m
2024-02-12 19:40:00,864: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-12 19:40:00,864: root: INFO: Current backtesting datetime 2020-01-09 09:30:00-05:00
2024-02-12 19:40:00,865: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 19:40:00[0m
2024-02-12 19:40:00,865: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:00,865: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:01,289: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 19:40:01[0m
2024-02-12 19:40:01,295: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-12 19:40:01,295: root: INFO: Current backtesting datetime 2020-01-10 09:30:00-05:00
2024-02-12 19:40:01,296: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 19:40:01[0m
2024-02-12 19:40:01,297: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:01,297: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:01,840: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 19:40:01[0m
2024-02-12 19:40:01,841: root: INFO: MLTrader : [34mSleeping for 86400 seconds[0m
2024-02-12 19:40:01,841: root: INFO: Current backtesting datetime 2020-01-11 09:30:00-05:00
2024-02-12 19:40:01,842: root: INFO: [34mMLTrader : The market is not currently open, skipping this trading iteration[0m
2024-02-12 19:40:01,842: root: INFO: Current backtesting datetime 2020-01-11 09:25:00-05:00
2024-02-12 19:40:01,843: root: INFO: Current backtesting datetime 2020-01-11 09:25:00-05:00
2024-02-12 19:40:01,843: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-02-12 19:40:01,843: root: INFO: Current backtesting datetime 2020-01-13 08:30:00-05:00
2024-02-12 19:40:01,844: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-02-12 19:40:01,844: root: INFO: Current backtesting datetime 2020-01-13 09:30:00-05:00
2024-02-12 19:40:01,844: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-02-12 19:40:01,845: root: INFO: [34mMLTrader : Executing the on_trading_iteration lifecycle method at 2024-02-12 19:40:01[0m
2024-02-12 19:40:01,845: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:01,845: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-02-12 19:40:02,105: root: INFO: [34mMLTrader : Trading iteration ended at 2024-02-12 19:40:02[0m
